Country Name,Total No. of Patients,Cardiovascular,Cancer,Endocrinology and metabolic diseases,Neurological diseases,Mental health and behavioral disorders,Infectious diseases,Dermatology,Gastroenterology,Hematology and coagulation,Renal disease,Rheumatology,Urologic
Mexico,27393.17920710352,2615.802092702205,2781.258338827975,2674.7645626798803,2903.140512018181,4955.1881559327785,2638.3769062467904,3455.8179078705425,1358.4870357934917,2628.0557823691533,3350.9599754141104,3198.4905890195714,3290.710211715325
United States,32095.512002668893,3390.3469729156996,3396.889972232078,1941.8000597977698,3055.74098619276,2803.2667797421536,1246.224919132381,4353.518594457627,3689.489529852726,3215.160791844721,1768.8064133099413,3669.1957468729897,4055.081095709445
United Kingdom,37828.84616938455,1346.7879892573437,4026.0769233079163,4224.983393906445,2764.651500033651,1975.974824635021,1760.8755022776027,1662.8522623130125,3399.472861770148,1878.6713517083497,3847.036086358523,2735.8666867711827,634.1490045487566
Germany,28968.961324804986,2785.9541896329547,999.8351425455188,4574.2081588337105,4738.973857509294,1406.2086595442468,2314.066688119667,696.9021505966559,4408.076725231807,4241.85568903534,3063.5507551675514,4431.747557483807,3543.6538696706775
United States,44649.01525238411,2427.6200598525706,2729.934408554933,1781.543385363156,3634.8679107995913,4228.407825468694,4047.406364330859,5908.868307665506,1635.3023873556574,2622.53849242853,2683.5275324664217,3234.146033265473,4573.681943754871
Brazil,42448.87496443432,2138.1889356878364,4817.475186535928,4630.203297141961,2825.7766540119846,3564.1912949403604,3101.1793015402172,150.41549365835658,3798.6888088301107,5101.583500281111,2174.59951746726,1164.699231579742,4260.353423447753
Japan,28824.186179622684,2157.9239022755983,1573.9932200061617,879.6416667569567,603.3009068325625,4643.527136836035,4541.337027703518,5530.393301102373,4837.365593545519,2387.603578123621,1884.6145450797408,3390.992492500188,61.528994746422995
Brazil,23205.841429826858,395.6651615698879,1883.9927336477904,1367.0003069340366,2685.39297195943,2104.5266310590337,1228.3199150670225,1896.9165770311083,3196.5591885319905,3396.9180060242934,3021.998660776963,2113.3711391623588,3835.529980265327
Russia,31556.522403000443,3143.74591100218,856.7422113697371,2921.7046422790404,2262.4304435694553,1059.5296091601126,4063.535301097449,1181.1102803416338,3116.848297598958,3747.7999213289454,3678.8919024032402,4009.2066376615444,2249.9033017676634
Italy,42677.24318698097,1309.5219728291456,4135.761869294868,3581.2724838794384,4486.653107190129,1607.7774553057156,1695.912663426182,4052.982534790938,4132.9900769199985,1915.017080669774,3294.676305081636,3622.459177165468,5162.328470422061
Canada,41135.67186389737,2305.599462356321,2907.4340176787923,3962.5288370593394,3359.3865651547194,2698.3370379755356,1457.037691578751,4296.867725701737,4455.875138175495,4181.98045822642,3556.3929462179185,5345.984513473739,1994.04670958676
Australia,22511.155388436546,1004.5442363832685,2502.5695968535692,1893.1833670582441,1659.834598794899,1479.5528861185978,4583.982865501598,1212.8025417532763,2214.449022226617,1817.693392898992,3024.016276771088,2812.347261853397,1390.5427275594684
Canada,32114.11779608198,4679.149538520728,1710.8232704847983,1912.9961445131062,2501.8832556232355,3333.174492061457,4067.9442721818536,3912.2135422220963,4290.799385552011,2800.8312635040297,2434.3574126460535,5161.105886006889,2939.0543819173386
Israel,39314.85728100288,1958.2213094765675,3516.0057077134184,3071.158779255302,2482.772842575312,2073.8383839860066,1989.1012300383884,1448.4311775576937,3381.631350791007,1970.147189395998,2377.713592542082,4910.872535528632,3760.20013561556
Bangladesh,39749.56391414961,1739.6043194722854,4504.124507461277,3848.667180204175,2822.5567830287164,2246.94933985053,2435.5804159701606,3368.7576454681266,4396.245411498127,3404.355655040259,3433.986049412299,3436.294281560955,3486.9824028101434
Japan,36137.59784385631,4382.702824328876,2183.8464480633634,4164.406960144702,1285.0248129337576,4164.065357661995,1390.8304824422075,5115.297283011728,2832.511474482685,3717.2202246819543,2969.107269293899,1554.5419750975,757.202695531239
Italy,39550.46620059596,1801.6379699869137,2968.770675876122,2629.4442415308763,4237.124230023348,3106.7160724187333,4887.624729996328,4432.709383566873,4167.059407111794,2995.4521732379076,2321.3827841484676,4313.701719813801,3780.0050073530965
South Africa,33741.78422827034,3827.965207997887,3113.5907642875272,4060.4312865341017,2672.989509650896,2771.3868468984547,1814.2203267362604,2727.720305974893,3188.184237868645,4581.747906753406,4097.030705098857,3193.9622719216227,5095.489385154435
Germany,35664.44190731267,1114.578986967721,4484.490156329825,3456.360987329294,4027.7573549417693,2327.621676148777,963.547194177264,2842.463468126908,4236.5895592648185,4710.535351987037,3347.9272708276235,2950.647483274202,3853.6468525261894
Japan,28414.841090104557,1305.096780729163,1809.5560597215774,1487.6634297261285,1284.6520909531628,4152.318521425753,3812.616190829739,2982.3967752282847,3978.085862536185,3441.2208170174104,5564.8594095918625,2590.4451753018093,757.2064301591364
United States,39514.64832157115,3943.992757393469,3691.7809691265597,2967.5576732072936,2243.73014416236,4049.3706890967296,5043.49445139194,4072.624021314158,2245.384458574973,2847.090130058205,2833.0908805544964,-156.89745355409457,2336.5635009533767
Australia,36420.16717763619,5397.896719023234,1494.3555244957242,3630.192304824495,3666.3402625100584,2498.654856327223,5078.049001496202,3267.5353072934868,3925.2870316392145,2448.0223089772535,4046.912302039455,3898.734001649366,2520.4540387795596
Saudi Arabia,38891.75057605183,2602.3239130571474,2373.0751439304745,2331.377177999825,2364.659706440128,4081.6836352172395,2078.3846479697495,3811.2689541146215,4684.969986274468,935.2026358613258,3413.655472230973,3913.451648919134,3494.700260197926
Argentina,37449.25785827263,1389.7016369447274,1360.6049855064298,1784.1898796006371,3472.98204947375,3671.8977921074875,1540.0813162288441,4085.0055372377788,3664.884235294324,3803.385260895827,3632.3425649605497,5838.148342437989,2633.986080478651
Mexico,42846.71770293729,1922.6050394871636,4393.360689013376,5095.990599576563,4291.748856870512,2652.162966234919,1898.5595617665335,5007.421976932009,5131.494643702891,1674.475179440022,3911.99880934761,4063.8250298326443,4436.70151344672
Argentina,39660.2628656317,1476.9701056535716,2064.6767351320445,4787.084307935696,1609.4805900439442,1795.7045280567133,2376.252212945342,2598.6582425389056,2324.9981623588587,3875.691258590036,3940.2848597026027,3459.6130142293355,1454.6792520235776
Australia,36551.621127280196,4401.555271161531,3539.8161588630524,4522.15618242491,1151.037838356615,3904.098858414481,2475.637056725516,5102.069477640403,1647.9171447272781,1659.8483072335428,4643.723658451011,4247.896993816554,4847.094269748263
Germany,35644.93756620331,300.2865830410885,1533.5118825878208,3663.8288117065927,3062.3831673526784,2827.2964312322924,1638.1211588846425,1184.582684282488,3101.454227804781,1703.6406856716667,2552.0146618317053,3291.759019569937,3657.400692428591
Mexico,30319.59379738128,1532.1694183348907,1372.2833283688176,3774.7686804553614,3738.5186892059087,2407.5778378497403,2713.9807978681656,2439.4871402542244,2662.2047023019127,3820.7000204467254,3030.128558960897,2205.3144268773003,3983.176354206481
Russia,42161.443156952926,1839.996797742761,4103.135441622094,1992.1629173798271,3350.601794781314,3935.109591532091,2645.351536874226,3883.784911606047,1799.907378177216,3195.394502965359,2983.9513018788753,2882.186970809366,4451.566501112215
South Africa,31887.380170515913,684.0809880892061,1427.296148933947,4502.225010575014,2998.24912664344,1090.4550356909106,809.3707357954768,2514.3790093158595,1845.3909749713614,3812.3664670711264,3561.437329284694,2258.047603274654,3668.3945920889546
Russia,27322.890719522344,3623.960008760007,1616.7945894072584,1191.83956887347,2084.4840033432783,4110.572382049635,4738.448209849477,2262.586016885198,822.1866616058095,3640.431097061505,3540.4556149226887,1837.0716106092957,938.2585332873796
Mexico,31475.08719208012,1455.0553071312377,1610.8841532780623,2510.3581842323247,2892.437909969512,1841.8563250069833,1193.0254088186168,4832.403582809339,3914.5766692840475,2507.5055689063392,3406.8305123717846,3690.813319886432,1754.186309729832
Mexico,23558.5511954509,1736.3375098354588,1001.2569437965242,993.4552642638185,1594.972204242435,3927.6913844892533,2581.2913306852665,570.1019010160991,870.861388152273,1368.3907057208592,3630.3697684316767,3025.6570408735142,661.5714435414332
Russia,39539.45820144118,2773.3075252646336,2187.851040485235,2841.9411113065144,3091.043491939412,1928.0772453487152,4012.0063628433622,3233.0615072975643,4191.575028750903,5023.205571568765,3182.415625146177,4350.1338117384885,4674.863770280603
Japan,25930.384998492438,1710.042624950551,1943.2145204895014,3056.770427425077,3437.013928606398,1317.7050960744243,1182.3181530239153,4237.083747621229,2068.212730396368,3234.2863573905915,4311.182142195733,2501.805102525982,1641.4380921378056
United States,32252.118674897043,2166.3323259709327,2391.9831594286243,4743.193784785265,2294.4411621045315,4277.669575994002,1675.3736980472413,2491.925422020677,4260.908019143785,1378.0326383258248,1856.0845719265035,1673.3044468438682,3584.360052425549
Mexico,38931.39336299036,4225.758000046316,3182.836181369247,4141.940531714501,2991.0767301954406,2097.608125622485,4270.451881534285,3761.9051878908904,3674.123815771271,2267.4413449317694,3520.726008053404,5106.921867716647,4690.892316237119
United Kingdom,38267.58726625739,1383.7708873682516,4120.702195148195,1673.0436024119524,1155.4839674669151,2959.8460047822314,1777.3879825055615,1781.0744467420743,4917.3916190739565,1245.0677333905496,3466.6155120916555,3891.484329667017,2706.178667299077
Mexico,28692.65272808912,977.6595796559667,779.4927564196441,1857.078300619507,1101.73329777063,2506.8765699602664,2623.0657381854335,4516.069506206454,4063.9090801744737,2574.293968154722,2685.6361570898457,4595.401572291047,1366.8560476253956
India,26055.036319727275,1807.6182253613892,1142.7400047727544,751.2802464324944,1938.625187183017,2907.622567569913,1125.2673602028203,980.7819668716023,1320.2584303330664,1288.64775884088,1550.5692469382595,3626.415645478714,2355.931176273016
Italy,33848.868644462156,713.4061026089249,3381.1903643484993,3760.4088656812305,2908.8002081564005,1100.605926064674,2082.0532098836,779.000455086203,2500.12123733909,3212.322934340686,4577.960322056911,812.9637031372283,605.8354258839776
United States,33053.60749593328,2466.7469130682475,3062.644403456214,3068.3329688232952,3209.2497101891317,3633.5913015248952,1524.2434754587653,3606.6882261744495,2659.5529202107055,3995.3161142570893,2355.7398451376434,4054.1603370247176,4309.895631171881
Australia,40303.20743141987,3986.955623584493,2858.5720113132006,2896.1436422423976,657.195043571756,3534.7147497301876,4481.271028306777,3729.4759701027856,4550.945689288544,3204.673525559096,4261.120124476548,1676.8867529433753,3359.1374523714685
United States,34150.56553035912,4499.116763999253,1397.632403100989,3396.742217209517,2025.0527808187592,3370.98304291297,4043.228932357859,3311.0493346438575,3440.5072008790257,2394.228111350091,3725.372494253849,3393.9066723675974,4292.529877343526
Bangladesh,38938.32428187935,4245.672291208421,2091.1197246577417,2919.7286984849534,1773.6696258528912,2679.706180233421,3260.2929070050636,4407.945071487715,2923.8849162805423,2156.805953445371,2544.7588078018393,1779.459632634185,3923.142603968579
Russia,38254.63654070721,4802.142891735655,3383.374362047756,2352.5877605205933,2325.614549185616,5066.567786900001,5532.593212982329,474.3443808074261,1767.3947300782345,2632.1509990335,3187.5157509234687,2295.624293062814,1947.2821659149001
United States,26848.46458966564,1460.3737319966149,1786.9906069303263,1472.57338531687,2501.799020736708,3662.2601290164703,1952.5869928360219,5450.924050321059,3411.1675895357666,2170.1713202900396,1499.5491791474444,2522.674423135472,568.4447622951179
Germany,30150.511647497253,1560.7214729068476,1073.1178203658937,1895.018618951243,4052.0652368707924,2987.7522379848247,2733.1781806197755,821.4722144784345,3876.9459133839086,2772.4901232776897,3755.768947220228,4455.30241927976,447.78022769014643
United States,42115.16688518171,2002.9916241265669,1774.7018124112042,2206.499603272813,1411.7896385813274,5222.862034136093,5293.585808213054,4082.812557311395,3148.385246140844,1633.1638627525888,2398.8547163511785,4045.070103854285,1656.3793283893042
United States,37046.163733405105,2422.100378262295,1007.2130202294836,1832.439104779066,2740.391051614602,5500.7139394326505,3840.8138060980036,5818.128883335528,4369.7821497093455,2391.0906984885246,2041.6903193509952,3616.0175371130395,1945.2066823416133
Germany,27938.635646239123,3573.358305653613,2571.0721515186374,2606.51000963086,2251.432671572201,3008.804050218146,2911.1697200898807,3673.4016099933397,4301.29378011473,1502.9732044637713,3343.123093490099,3056.259305584057,2608.297951134557
Russia,23735.77721911556,3171.7737250799955,2097.5482655523756,1156.4219809826227,840.9466427000707,4776.366378292486,3169.622144311241,1025.2112781949807,2066.552186523946,2898.1258438242057,1098.0634218871335,4477.185038866168,2917.125861570193
Brazil,38045.26912281047,1274.028259876253,3259.019698176223,3503.417468334957,3220.5088935302424,4743.685628892644,1364.4013532526042,2834.8356810674823,4294.074877950615,3705.317445779365,2568.080915022793,3121.8105807959046,3531.9732055079116
Australia,35782.293759640415,2306.4307054308765,4790.358368667003,4916.646731707525,1289.5747195366937,1179.790400486622,2440.286098575083,4173.189798342962,4203.000959146166,2412.3637254613895,2830.620958198939,2982.8835836494436,2933.291800444876
Bangladesh,31120.066728283524,4374.407762498931,1871.5294715951513,2330.7433910458362,3378.4553702304115,1383.648863429788,2745.22324561884,1221.6863300404664,2992.5631445035074,1354.9659194600952,413.19200917963514,2094.5042166022167,3124.926673976243
India,29385.109777500205,1409.1177740824533,3074.197540737338,1024.2122379959303,2086.0106455913988,3926.301378497618,2724.871854747536,2041.6262025586402,767.8754117093746,3262.676803169784,1445.5170538942516,1303.7782433792106,1951.1703444452983
India,47267.91330088665,3126.496811638208,3515.3549969095234,4057.5498980980383,2978.377339002163,2746.292814073238,1097.729143545593,4620.753980224242,2568.045131559018,3232.172876585663,2334.1580965638027,2832.7440721254025,3959.6006606015735
Japan,30256.65974892143,1889.9672216753827,5129.768914991641,4469.970231945894,1410.1790073982138,2309.6635327615923,2183.620483530662,4502.1149783104165,2409.382536535094,5457.257284339432,4271.276501990902,1377.2733533098872,3522.072471652601
United States,40732.64283946805,4912.470950398086,3035.775670305806,4005.684298153344,3326.0671877018026,2257.949426104771,2246.7777955327965,4027.479780716821,1213.8138926420438,5272.14493755758,4311.265869748438,842.7184940348296,4353.961466919685
Israel,36422.19925181134,4163.510760297079,4792.920285305641,4000.6288619017887,1364.778884157066,3560.5695147103884,4572.633405083893,3415.813220926011,1733.5636858482342,2160.4387703379953,1503.0567091244832,2008.8366267374986,2592.0740051914795
United Arab Emirates,25891.430542146645,3118.492528708679,1993.6727267196477,1279.3498182000847,2862.322114481179,2241.981066379806,3298.999614339426,5623.508656188756,5363.682496390682,3053.9484611271455,3688.4222268356534,5820.482700255701,1573.8850822682416
Australia,30630.90056602412,2172.510512443115,1617.8812920924443,2985.555834740359,1618.662705660011,2102.368242219189,5114.709106182347,5454.57086954756,4253.251139974639,521.48422514404,3910.2712535223386,4686.085240572673,2471.5279714532403
South Africa,27749.74856168737,3615.983721875246,3737.172962152858,2184.2443957793416,1644.6255181568692,2374.654198788395,1324.1799521478506,2648.1892556613607,2439.242847059193,1814.8931844771657,3293.3329883335196,3732.835229630269,4202.875323780701
Mexico,34689.94801043741,3286.1020253813444,1247.2382323377753,3561.2617190768765,3194.780901502908,2310.590629405335,1911.470403173029,3223.8146841433027,3076.5989753532644,3179.013339443818,2704.8626764207984,5136.066331261174,1967.5556293358486
Russia,40951.279207793166,4199.323889182364,3469.147215295853,1515.6105595552908,3651.6891967105475,2288.278583687885,2783.949624015769,1854.0104607632325,3518.910697891912,3378.7301099941915,1946.2515739275814,2943.870956336654,3765.4535548809713
South Africa,38410.750624518005,1195.3108075239932,2798.2119556309267,4324.19756342588,2805.75514513167,2028.959038791621,4205.100562700863,4919.313451651814,1394.1029863986817,2296.6337735642896,5072.233534029511,2530.9875584800843,3563.872209106023
South Africa,43677.08128696179,2724.764704310305,3603.599967791004,4360.4053879204375,3342.5571839247277,2796.1369971370227,2144.110956415131,2146.9414447356153,2519.6777860481425,4750.662992408939,3806.42525409366,2495.8196954943287,2310.4340135195725
Brazil,34257.112463813326,1187.2065917386894,1263.0330686464192,4196.191207939898,1511.150684943712,2306.268439892781,1570.331802066398,2374.5828632926286,4365.700410327447,1579.5815456986927,3553.9421001298333,983.9132689124093,3103.076711496998
United States,41154.65062550951,5363.049480068909,3470.7120690885117,2722.388800935971,1381.66448288036,3418.547883198445,3477.401330935114,5663.469680486851,2733.2629020758254,2308.545502479683,345.00827452340405,1691.9595482162126,3506.411361666291
Israel,31918.177527258413,3121.2924498231023,1940.9953467773546,4017.7547151749436,2669.489022022622,1204.9701860258479,1249.882897774001,4342.9665636338095,3479.1184866698686,3330.651772015347,1537.1347769059528,2508.76379946627,4285.625096098921
Russia,31574.815185277206,2929.58392471361,2512.8784805262662,815.1650461581784,2719.3152468920807,1940.2767715460395,4296.062520151124,494.05885661041356,3978.5668778535537,3394.1097542303432,1629.3524308411484,3037.9229083109994,1512.350956048095
Germany,27257.4763884527,1979.4795953772698,1523.082519046221,3480.1780249633107,3860.0830594180475,996.6866041691958,1921.209757296109,1461.7414465648937,3990.213532043969,3295.733419996911,4560.949128555426,3457.5933665456864,33.017552622856336
France,32088.45499760387,1789.1941074656786,1732.6890474577601,3271.5479272653406,1153.1070918500898,2046.7198463601044,3578.0250924369207,2394.8478858462977,2939.257930750989,1854.0012543015575,5113.713413812139,2779.518245812313,5138.729457022377
Saudi Arabia,33874.021146615916,4435.156646543981,2374.092261104698,2512.1839400603644,1257.5091608369003,4672.111519825992,5517.181595885689,3348.2296881831735,2162.352648964291,2801.5490747380354,1993.930383177608,2438.871594363325,3592.823131984933
United Arab Emirates,40440.43621609867,1548.7061148909931,2278.097503880688,4989.056743747289,2604.068512494229,4240.838379339579,1354.849362656107,3148.3622041873496,4787.505993022494,3366.210115283352,2440.8483088955395,2540.666547957775,3999.9067265174463
India,27897.10127275282,2036.5559821391478,1000.3007475281328,2466.046011208175,2548.0293428373857,4842.794867713585,2676.1273225865853,5171.234703226465,2458.309957909132,4008.9918543792455,2272.2731344055724,3344.7995563613486,480.34812208805334
Bangladesh,32643.029465835927,5303.689632582453,3447.414680473626,2651.4464299051247,2657.803945493033,2613.5435691632,2156.2544152861187,4676.075227063316,1197.9963208189033,3800.4188470286854,4742.027799628002,3420.477735354494,4009.7503102975006
United Kingdom,38918.846171984944,1193.4271722830326,2106.1857769989006,1277.3330010494183,79.79371492184156,2806.301587289673,2091.37629748596,4543.851167692677,4975.619701708104,1520.4322594872021,3164.0713818479717,2377.813470763217,1206.821155502117
Germany,39282.82492633096,3074.424832736447,5225.477021333828,3274.0996506874167,4033.066759879221,2573.842711847815,2132.202140939697,4142.153180897908,5821.721591424091,4270.499521616436,4046.1735010968014,4924.683622685922,4281.439159780461
